Restaurant,Food_Name,Nutrients,Calories
McDonald's,Premium Southwest Salad with Grilled Chicken,"[{'value': 37, 'attr_id': 203}, {'value': 11, 'attr_id': 204}, {'value': 27, 'attr_id': 205}, {'value': 350, 'attr_id': 208}, {'value': 9, 'attr_id': 269}, {'value': 6, 'attr_id': 291}, {'value': 260, 'attr_id': 301}, {'value': 2.7, 'attr_id': 303}, {'value': 1070, 'attr_id': 307}, {'value': 9000, 'attr_id': 318}, {'value': 30, 'attr_id': 401}, {'value': 110, 'attr_id': 601}, {'value': 0, 'attr_id': 605}, {'value': 4.5, 'attr_id': 606}]",350
McDonald's,Premium Bacon Ranch Salad without Chicken,"[{'value': 14, 'attr_id': 203}, {'value': 12, 'attr_id': 204}, {'value': 9, 'attr_id': 205}, {'value': 190, 'attr_id': 208}, {'value': 3, 'attr_id': 269}, {'value': 3, 'attr_id': 291}, {'value': 195, 'attr_id': 301}, {'value': 1.8, 'attr_id': 303}, {'value': 500, 'attr_id': 307}, {'value': 9000, 'attr_id': 318}, {'value': 30, 'attr_id': 401}, {'value': 40, 'attr_id': 601}, {'value': 0, 'attr_id': 605}, {'value': 5, 'attr_id': 606}]",190
McDonald's,Premium Bacon Ranch Salad with Grilled Chicken,"[{'value': 42, 'attr_id': 203}, {'value': 14, 'attr_id': 204}, {'value': 9, 'attr_id': 205}, {'value': 320, 'attr_id': 208}, {'value': 4, 'attr_id': 269}, {'value': 3, 'attr_id': 291}, {'value': 195, 'attr_id': 301}, {'value': 1.8, 'attr_id': 303}, {'value': 1230, 'attr_id': 307}, {'value': 9000, 'attr_id': 318}, {'value': 36, 'attr_id': 401}, {'value': 135, 'attr_id': 601}, {'value': 0, 'attr_id': 605}, {'value': 6, 'attr_id': 606}]",320
McDonald's,Premium Southwest Salad with Buttermilk Crispy Chicken,"[{'value': 28, 'attr_id': 203}, {'value': 25, 'attr_id': 204}, {'value': 46, 'attr_id': 205}, {'value': 520, 'attr_id': 208}, {'value': 9, 'attr_id': 269}, {'value': 8, 'attr_id': 291}, {'value': 260, 'attr_id': 301}, {'value': 2.7, 'attr_id': 303}, {'value': 960, 'attr_id': 307}, {'value': 9000, 'attr_id': 318}, {'value': 24, 'attr_id': 401}, {'value': 75, 'attr_id': 601}, {'value': 0, 'attr_id': 605}, {'value': 6, 'attr_id': 606}]",520
McDonald's,Premium Bacon Ranch Salad with Buttermilk Crispy Chicken,"[{'value': 33, 'attr_id': 203}, {'value': 28, 'attr_id': 204}, {'value': 28, 'attr_id': 205}, {'value': 490, 'attr_id': 208}, {'value': 4, 'attr_id': 269}, {'value': 4, 'attr_id': 291}, {'value': 195, 'attr_id': 301}, {'value': 1.8, 'attr_id': 303}, {'value': 1120, 'attr_id': 307}, {'value': 9000, 'attr_id': 318}, {'value': 36, 'attr_id': 401}, {'value': 95, 'attr_id': 601}, {'value': 0, 'attr_id': 605}, {'value': 8, 'attr_id': 606}]",490
Taco Cabana,Beef Cabana Salad,"[{'value': 29, 'attr_id': 203}, {'value': 34, 'attr_id': 204}, {'value': 37, 'attr_id': 205}, {'value': 570, 'attr_id': 208}, {'value': 4, 'attr_id': 269}, {'value': 4, 'attr_id': 291}, {'value': 1310, 'attr_id': 307}, {'value': 85, 'attr_id': 601}, {'value': 1, 'attr_id': 605}, {'value': 15, 'attr_id': 606}]",570
Taco Cabana,Brisket Cabana Salad,"[{'value': 25, 'attr_id': 203}, {'value': 45, 'attr_id': 204}, {'value': 33, 'attr_id': 205}, {'value': 640, 'attr_id': 208}, {'value': 3, 'attr_id': 269}, {'value': 4, 'attr_id': 291}, {'value': 1280, 'attr_id': 307}, {'value': 95, 'attr_id': 601}, {'value': 0, 'attr_id': 605}, {'value': 19, 'attr_id': 606}]",640
Taco Cabana,Chicken Cabana Salad,"[{'value': 34, 'attr_id': 203}, {'value': 35, 'attr_id': 204}, {'value': 39, 'attr_id': 205}, {'value': 610, 'attr_id': 208}, {'value': 5, 'attr_id': 269}, {'value': 4, 'attr_id': 291}, {'value': 1550, 'attr_id': 307}, {'value': 135, 'attr_id': 601}, {'value': 0, 'attr_id': 605}, {'value': 14, 'attr_id': 606}]",610
Taco Cabana,Chicken Fajita Cabana Salad,"[{'value': 36, 'attr_id': 203}, {'value': 31, 'attr_id': 204}, {'value': 36, 'attr_id': 205}, {'value': 570, 'attr_id': 208}, {'value': 4, 'attr_id': 269}, {'value': 4, 'attr_id': 291}, {'value': 1490, 'attr_id': 307}, {'value': 105, 'attr_id': 601}, {'value': 0, 'attr_id': 605}, {'value': 13, 'attr_id': 606}]",570
Taco Cabana,Steak Fajita Cabana Salad,"[{'value': 32, 'attr_id': 203}, {'value': 36, 'attr_id': 204}, {'value': 36, 'attr_id': 205}, {'value': 600, 'attr_id': 208}, {'value': 3, 'attr_id': 269}, {'value': 4, 'attr_id': 291}, {'value': 1410, 'attr_id': 307}, {'value': 100, 'attr_id': 601}, {'value': 1, 'attr_id': 605}, {'value': 15, 'attr_id': 606}]",600
Taco Bell,Fiesta Taco Salad - Beef,"[{'value': 25, 'attr_id': 203}, {'value': 38, 'attr_id': 204}, {'value': 75, 'attr_id': 205}, {'value': 740, 'attr_id': 208}, {'value': 5, 'attr_id': 269}, {'value': 12, 'attr_id': 291}, {'value': 325, 'attr_id': 301}, {'value': 5.4, 'attr_id': 303}, {'value': 1110, 'attr_id': 307}, {'value': 1000, 'attr_id': 318}, {'value': 4.8, 'attr_id': 401}, {'value': 55, 'attr_id': 601}, {'value': 1, 'attr_id': 605}, {'value': 9, 'attr_id': 606}]",740
Taco Bell,Fiesta Taco Salad Nachos,"[{'value': 30, 'attr_id': 203}, {'value': 80, 'attr_id': 204}, {'value': 132, 'attr_id': 205}, {'value': 1370, 'attr_id': 208}, {'value': 6, 'attr_id': 269}, {'value': 19, 'attr_id': 291}, {'value': 455, 'attr_id': 301}, {'value': 4.5, 'attr_id': 303}, {'value': 1320, 'attr_id': 307}, {'value': 1250, 'attr_id': 318}, {'value': 4.8, 'attr_id': 401}, {'value': 80, 'attr_id': 601}, {'value': 1, 'attr_id': 605}, {'value': 18, 'attr_id': 606}]",1370
Taco Bell,Express Fiesta Taco Salad (regional),"[{'value': 21, 'attr_id': 203}, {'value': 25, 'attr_id': 204}, {'value': 62, 'attr_id': 205}, {'value': 560, 'attr_id': 208}, {'value': 4, 'attr_id': 269}, {'value': 12, 'attr_id': 291}, {'value': 260, 'attr_id': 301}, {'value': 2.7, 'attr_id': 303}, {'value': 1060, 'attr_id': 307}, {'value': 1000, 'attr_id': 318}, {'value': 4.8, 'attr_id': 401}, {'value': 55, 'attr_id': 601}, {'value': 0.5, 'attr_id': 605}, {'value': 9, 'attr_id': 606}]",560
KFC,Macaroni Salad,"[{'value': 1, 'attr_id': 203}, {'value': 8, 'attr_id': 204}, {'value': 14, 'attr_id': 205}, {'value': 140, 'attr_id': 208}, {'value': 9, 'attr_id': 269}, {'value': 0, 'attr_id': 291}, {'value': 290, 'attr_id': 307}, {'value': 15, 'attr_id': 601}, {'value': 0, 'attr_id': 605}, {'value': 1, 'attr_id': 606}]",140
KFC,Potato Salad,"[{'value': 2, 'attr_id': 203}, {'value': 28, 'attr_id': 204}, {'value': 19, 'attr_id': 205}, {'value': 340, 'attr_id': 208}, {'value': 3, 'attr_id': 269}, {'value': 2, 'attr_id': 291}, {'value': 290, 'attr_id': 307}, {'value': 25, 'attr_id': 601}, {'value': 0, 'attr_id': 605}, {'value': 4.5, 'attr_id': 606}]",340
KFC,House Side Salad,"[{'value': 1, 'attr_id': 203}, {'value': 0, 'attr_id': 204}, {'value': 3, 'attr_id': 205}, {'value': 15, 'attr_id': 208}, {'value': 2, 'attr_id': 269}, {'value': 2, 'attr_id': 291}, {'value': 10, 'attr_id': 307}, {'value': 0, 'attr_id': 601}, {'value': 0, 'attr_id': 605}, {'value': 0, 'attr_id': 606}]",15
KFC,Potato Salad (Family),"[{'value': 8, 'attr_id': 203}, {'value': 98, 'attr_id': 204}, {'value': 65, 'attr_id': 205}, {'value': 1200, 'attr_id': 208}, {'value': 12, 'attr_id': 269}, {'value': 8, 'attr_id': 291}, {'value': 1010, 'attr_id': 307}, {'value': 80, 'attr_id': 601}, {'value': 0, 'attr_id': 605}, {'value': 16, 'attr_id': 606}]",1200
KFC,Caesar Side Salad,"[{'value': 3, 'attr_id': 203}, {'value': 2, 'attr_id': 204}, {'value': 2, 'attr_id': 205}, {'value': 40, 'attr_id': 208}, {'value': 1, 'attr_id': 269}, {'value': 1, 'attr_id': 291}, {'value': 90, 'attr_id': 307}, {'value': 5, 'attr_id': 601}, {'value': 0, 'attr_id': 605}, {'value': 1, 'attr_id': 606}]",40
KFC,Macaroni Salad (Family),"[{'value': 3, 'attr_id': 203}, {'value': 28, 'attr_id': 204}, {'value': 50, 'attr_id': 205}, {'value': 480, 'attr_id': 208}, {'value': 30, 'attr_id': 269}, {'value': 0, 'attr_id': 291}, {'value': 990, 'attr_id': 307}, {'value': 55, 'attr_id': 601}, {'value': 0, 'attr_id': 605}, {'value': 3.5, 'attr_id': 606}]",480
Domino's,Classic Garden Salad,"[{'value': 8, 'attr_id': 203}, {'value': 9, 'attr_id': 204}, {'value': 17, 'attr_id': 205}, {'value': 200, 'attr_id': 208}, {'value': 6, 'attr_id': 269}, {'value': 4, 'attr_id': 291}, {'value': 220, 'attr_id': 307}, {'value': 20, 'attr_id': 601}, {'value': 0, 'attr_id': 605}, {'value': 4.5, 'attr_id': 606}]",200
Domino's,Chicken Caesar Salad,"[{'value': 16, 'attr_id': 203}, {'value': 7, 'attr_id': 204}, {'value': 15, 'attr_id': 205}, {'value': 210, 'attr_id': 208}, {'value': 3, 'attr_id': 269}, {'value': 2, 'attr_id': 291}, {'value': 520, 'attr_id': 307}, {'value': 45, 'attr_id': 601}, {'value': 0, 'attr_id': 605}, {'value': 3.5, 'attr_id': 606}]",210
Domino's,Chicken Apple Pecan Salad,"[{'value': 13, 'attr_id': 203}, {'value': 4.5, 'attr_id': 204}, {'value': 23, 'attr_id': 205}, {'value': 190, 'attr_id': 208}, {'value': 14, 'attr_id': 269}, {'value': 4, 'attr_id': 291}, {'value': 350, 'attr_id': 307}, {'value': 40, 'attr_id': 601}, {'value': 0, 'attr_id': 605}, {'value': 2.5, 'attr_id': 606}]",190
Whataburger,Garden Salad,"[{'value': 9, 'attr_id': 203}, {'value': 9, 'attr_id': 204}, {'value': 9, 'attr_id': 205}, {'value': 160, 'attr_id': 208}, {'value': 3, 'attr_id': 269}, {'value': 9, 'attr_id': 291}, {'value': 390, 'attr_id': 301}, {'value': 2.7, 'attr_id': 303}, {'value': 250, 'attr_id': 307}, {'value': 15500, 'attr_id': 318}, {'value': 21, 'attr_id': 401}, {'value': 30, 'attr_id': 601}, {'value': 0, 'attr_id': 605}, {'value': 6, 'attr_id': 606}]",160
Whataburger,Apple & Cranberry Salad,"[{'value': 9, 'attr_id': 203}, {'value': 10, 'attr_id': 204}, {'value': 36, 'attr_id': 205}, {'value': 250, 'attr_id': 208}, {'value': 24, 'attr_id': 269}, {'value': 10, 'attr_id': 291}, {'value': 390, 'attr_id': 301}, {'value': 2.7, 'attr_id': 303}, {'value': 230, 'attr_id': 307}, {'value': 10500, 'attr_id': 318}, {'value': 24, 'attr_id': 401}, {'value': 35, 'attr_id': 601}, {'value': 0, 'attr_id': 605}, {'value': 6, 'attr_id': 606}]",250
Whataburger,Garden Salad with Whatachick'n,"[{'value': 34, 'attr_id': 203}, {'value': 20, 'attr_id': 204}, {'value': 21, 'attr_id': 205}, {'value': 400, 'attr_id': 208}, {'value': 3, 'attr_id': 269}, {'value': 9, 'attr_id': 291}, {'value': 455, 'attr_id': 301}, {'value': 2.7, 'attr_id': 303}, {'value': 730, 'attr_id': 307}, {'value': 15500, 'attr_id': 318}, {'value': 21, 'attr_id': 401}, {'value': 105, 'attr_id': 601}, {'value': 0, 'attr_id': 605}, {'value': 13, 'attr_id': 606}]",400
Whataburger,Apple & Cranberry Whatachick'n Salad,"[{'value': 34, 'attr_id': 203}, {'value': 20, 'attr_id': 204}, {'value': 47, 'attr_id': 205}, {'value': 500, 'attr_id': 208}, {'value': 24, 'attr_id': 269}, {'value': 10, 'attr_id': 291}, {'value': 520, 'attr_id': 301}, {'value': 2.7, 'attr_id': 303}, {'value': 710, 'attr_id': 307}, {'value': 10500, 'attr_id': 318}, {'value': 24, 'attr_id': 401}, {'value': 105, 'attr_id': 601}, {'value': 0, 'attr_id': 605}, {'value': 13, 'attr_id': 606}]",500
Whataburger,Shredded Cheddar Cheese Salad,"[{'value': 7, 'attr_id': 203}, {'value': 9, 'attr_id': 204}, {'value': 0, 'attr_id': 205}, {'value': 110, 'attr_id': 208}, {'value': 0, 'attr_id': 269}, {'value': 0, 'attr_id': 291}, {'value': 260, 'attr_id': 301}, {'value': 0, 'attr_id': 303}, {'value': 180, 'attr_id': 307}, {'value': 300, 'attr_id': 318}, {'value': 0, 'attr_id': 401}, {'value': 30, 'attr_id': 601}, {'value': 0, 'attr_id': 605}, {'value': 6, 'attr_id': 606}]",110
Whataburger,Apple & Cranberry Grilled Chicken Salad,"[{'value': 33, 'attr_id': 203}, {'value': 12, 'attr_id': 204}, {'value': 38, 'attr_id': 205}, {'value': 380, 'attr_id': 208}, {'value': 24, 'attr_id': 269}, {'value': 12, 'attr_id': 291}, {'value': 455, 'attr_id': 301}, {'value': 2.7, 'attr_id': 303}, {'value': 780, 'attr_id': 307}, {'value': 10500, 'attr_id': 318}, {'value': 24, 'attr_id': 401}, {'value': 110, 'attr_id': 601}, {'value': 0, 'attr_id': 605}, {'value': 7, 'attr_id': 606}]",380
Whataburger,Garden Salad with Grilled Chicken,"[{'value': 33, 'attr_id': 203}, {'value': 12, 'attr_id': 204}, {'value': 12, 'attr_id': 205}, {'value': 290, 'attr_id': 208}, {'value': 3, 'attr_id': 269}, {'value': 10, 'attr_id': 291}, {'value': 455, 'attr_id': 301}, {'value': 2.7, 'attr_id': 303}, {'value': 810, 'attr_id': 307}, {'value': 15500, 'attr_id': 318}, {'value': 21, 'attr_id': 401}, {'value': 110, 'attr_id': 601}, {'value': 0, 'attr_id': 605}, {'value': 7, 'attr_id': 606}]",290
Pizza Hut,Express Salads - Asian,"[{'value': 22, 'attr_id': 203}, {'value': 19, 'attr_id': 204}, {'value': 21, 'attr_id': 205}, {'value': 330, 'attr_id': 208}, {'value': 8, 'attr_id': 269}, {'value': 3, 'attr_id': 291}, {'value': 810, 'attr_id': 307}, {'value': 50, 'attr_id': 601}, {'value': 0, 'attr_id': 605}, {'value': 3.5, 'attr_id': 606}]",330
Pizza Hut,Express Salads - Athenian,"[{'value': 23, 'attr_id': 203}, {'value': 35, 'attr_id': 204}, {'value': 36, 'attr_id': 205}, {'value': 560, 'attr_id': 208}, {'value': 22, 'attr_id': 269}, {'value': 4, 'attr_id': 291}, {'value': 1130, 'attr_id': 307}, {'value': 90, 'attr_id': 601}, {'value': 0.5, 'attr_id': 605}, {'value': 11, 'attr_id': 606}]",560
Pizza Hut,Express Salads - Caesar,"[{'value': 33, 'attr_id': 203}, {'value': 24, 'attr_id': 204}, {'value': 30, 'attr_id': 205}, {'value': 460, 'attr_id': 208}, {'value': 5, 'attr_id': 269}, {'value': 3, 'attr_id': 291}, {'value': 1350, 'attr_id': 307}, {'value': 95, 'attr_id': 601}, {'value': 0, 'attr_id': 605}, {'value': 9, 'attr_id': 606}]",460
Pizza Hut,Express Salads - Garden,"[{'value': 9, 'attr_id': 203}, {'value': 9, 'attr_id': 204}, {'value': 25, 'attr_id': 205}, {'value': 210, 'attr_id': 208}, {'value': 5, 'attr_id': 269}, {'value': 4, 'attr_id': 291}, {'value': 460, 'attr_id': 307}, {'value': 20, 'attr_id': 601}, {'value': 0, 'attr_id': 605}, {'value': 3.5, 'attr_id': 606}]",210
Pizza Hut,French Dressing Cup (Side Salad),"[{'value': 0, 'attr_id': 203}, {'value': 12, 'attr_id': 204}, {'value': 15, 'attr_id': 205}, {'value': 160, 'attr_id': 208}, {'value': 12, 'attr_id': 269}, {'value': 0, 'attr_id': 291}, {'value': 330, 'attr_id': 307}, {'value': 0, 'attr_id': 601}, {'value': 0, 'attr_id': 605}, {'value': 2, 'attr_id': 606}]",160
Pizza Hut,Caesar Dressing Cup (Side Salad),"[{'value': 1, 'attr_id': 203}, {'value': 19, 'attr_id': 204}, {'value': 3, 'attr_id': 205}, {'value': 180, 'attr_id': 208}, {'value': 1, 'attr_id': 269}, {'value': 0, 'attr_id': 291}, {'value': 430, 'attr_id': 307}, {'value': 10, 'attr_id': 601}, {'value': 0, 'attr_id': 605}, {'value': 3, 'attr_id': 606}]",180
Pizza Hut,Side Garden Salad no Dressing,"[{'value': 5, 'attr_id': 203}, {'value': 4.5, 'attr_id': 204}, {'value': 17, 'attr_id': 205}, {'value': 120, 'attr_id': 208}, {'value': 5, 'attr_id': 269}, {'value': 3, 'attr_id': 291}, {'value': 240, 'attr_id': 307}, {'value': 10, 'attr_id': 601}, {'value': 0, 'attr_id': 605}, {'value': 1.5, 'attr_id': 606}]",120
Pizza Hut,Garden Salad no Dressing - Shared,"[{'value': 7, 'attr_id': 203}, {'value': 7, 'attr_id': 204}, {'value': 31, 'attr_id': 205}, {'value': 210, 'attr_id': 208}, {'value': 8, 'attr_id': 269}, {'value': 4, 'attr_id': 291}, {'value': 420, 'attr_id': 307}, {'value': 5, 'attr_id': 601}, {'value': 0, 'attr_id': 605}, {'value': 2, 'attr_id': 606}]",210
Pizza Hut,Ranch Dressing Cup (Side Salad),"[{'value': 1, 'attr_id': 203}, {'value': 11, 'attr_id': 204}, {'value': 2, 'attr_id': 205}, {'value': 110, 'attr_id': 208}, {'value': 2, 'attr_id': 269}, {'value': 0, 'attr_id': 291}, {'value': 290, 'attr_id': 307}, {'value': 10, 'attr_id': 601}, {'value': 0, 'attr_id': 605}, {'value': 2, 'attr_id': 606}]",110
Pizza Hut,Light Ranch Dressing Cup (Side Salad),"[{'value': 1, 'attr_id': 203}, {'value': 7, 'attr_id': 204}, {'value': 1, 'attr_id': 205}, {'value': 80, 'attr_id': 208}, {'value': 1, 'attr_id': 269}, {'value': 0, 'attr_id': 291}, {'value': 330, 'attr_id': 307}, {'value': 20, 'attr_id': 601}, {'value': 0, 'attr_id': 605}, {'value': 1.5, 'attr_id': 606}]",80
Pizza Hut,Ranch Dressing for Entree/Shared Salad,"[{'value': 2, 'attr_id': 203}, {'value': 23, 'attr_id': 204}, {'value': 4, 'attr_id': 205}, {'value': 230, 'attr_id': 208}, {'value': 4, 'attr_id': 269}, {'value': 0, 'attr_id': 291}, {'value': 570, 'attr_id': 307}, {'value': 15, 'attr_id': 601}, {'value': 0, 'attr_id': 605}, {'value': 3.5, 'attr_id': 606}]",230
Pizza Hut,Thousand Island Dressing Cup (Side Salad),"[{'value': 0, 'attr_id': 203}, {'value': 12, 'attr_id': 204}, {'value': 7, 'attr_id': 205}, {'value': 140, 'attr_id': 208}, {'value': 6, 'attr_id': 269}, {'value': 0, 'attr_id': 291}, {'value': 260, 'attr_id': 307}, {'value': 10, 'attr_id': 601}, {'value': 0, 'attr_id': 605}, {'value': 2, 'attr_id': 606}]",140
Pizza Hut,WingStreet Buffalo Chicken Salad no Dressing,"[{'value': 34, 'attr_id': 203}, {'value': 32, 'attr_id': 204}, {'value': 84, 'attr_id': 205}, {'value': 750, 'attr_id': 208}, {'value': 9, 'attr_id': 269}, {'value': 7, 'attr_id': 291}, {'value': 2640, 'attr_id': 307}, {'value': 75, 'attr_id': 601}, {'value': 0, 'attr_id': 605}, {'value': 8, 'attr_id': 606}]",750
Pizza Hut,Blue Cheese Dressing Cup (Side Salad),"[{'value': 1, 'attr_id': 203}, {'value': 24, 'attr_id': 204}, {'value': 1, 'attr_id': 205}, {'value': 220, 'attr_id': 208}, {'value': 1, 'attr_id': 269}, {'value': 0, 'attr_id': 291}, {'value': 250, 'attr_id': 307}, {'value': 20, 'attr_id': 601}, {'value': 0, 'attr_id': 605}, {'value': 4, 'attr_id': 606}]",220
Pizza Hut,Chicken Caesar Salad no Dressing - Entree,"[{'value': 35, 'attr_id': 203}, {'value': 25, 'attr_id': 204}, {'value': 27, 'attr_id': 205}, {'value': 470, 'attr_id': 208}, {'value': 5, 'attr_id': 269}, {'value': 4, 'attr_id': 291}, {'value': 1270, 'attr_id': 307}, {'value': 95, 'attr_id': 601}, {'value': 0, 'attr_id': 605}, {'value': 7, 'attr_id': 606}]",470
Pizza Hut,Classic Caesar Salad no Dressing - Shared,"[{'value': 7, 'attr_id': 203}, {'value': 7, 'attr_id': 204}, {'value': 24, 'attr_id': 205}, {'value': 180, 'attr_id': 208}, {'value': 4, 'attr_id': 269}, {'value': 4, 'attr_id': 291}, {'value': 440, 'attr_id': 307}, {'value': 5, 'attr_id': 601}, {'value': 0, 'attr_id': 605}, {'value': 1.5, 'attr_id': 606}]",180
Pizza Hut,French Dressing for Entree/Shared Salad,"[{'value': 0, 'attr_id': 203}, {'value': 23, 'attr_id': 204}, {'value': 29, 'attr_id': 205}, {'value': 330, 'attr_id': 208}, {'value': 24, 'attr_id': 269}, {'value': 0, 'attr_id': 291}, {'value': 650, 'attr_id': 307}, {'value': 0, 'attr_id': 601}, {'value': 0, 'attr_id': 605}, {'value': 3.5, 'attr_id': 606}]",330
Pizza Hut,Romano Dressing for Entree/Shared Salad,"[{'value': 2, 'attr_id': 203}, {'value': 33, 'attr_id': 204}, {'value': 6, 'attr_id': 205}, {'value': 330, 'attr_id': 208}, {'value': 6, 'attr_id': 269}, {'value': 0, 'attr_id': 291}, {'value': 850, 'attr_id': 307}, {'value': 20, 'attr_id': 601}, {'value': 0, 'attr_id': 605}, {'value': 6, 'attr_id': 606}]",330
Pizza Hut,Asian Salad w/o Dressing - Entree,"[{'value': 30, 'attr_id': 203}, {'value': 15, 'attr_id': 204}, {'value': 24, 'attr_id': 205}, {'value': 330, 'attr_id': 208}, {'value': 9, 'attr_id': 269}, {'value': 4, 'attr_id': 291}, {'value': 830, 'attr_id': 307}, {'value': 80, 'attr_id': 601}, {'value': 0, 'attr_id': 605}, {'value': 3.5, 'attr_id': 606}]",330
Pizza Hut,Blue Cheese Dressing Cup (Entree Salad),"[{'value': 2, 'attr_id': 203}, {'value': 48, 'attr_id': 204}, {'value': 3, 'attr_id': 205}, {'value': 450, 'attr_id': 208}, {'value': 1, 'attr_id': 269}, {'value': 0, 'attr_id': 291}, {'value': 500, 'attr_id': 307}, {'value': 40, 'attr_id': 601}, {'value': 0, 'attr_id': 605}, {'value': 8, 'attr_id': 606}]",450
LongHorn Steakhouse,"Grilled Salmon Salad, Caesar","[{'value': 45, 'attr_id': 203}, {'value': 55, 'attr_id': 204}, {'value': 26, 'attr_id': 205}, {'value': 800, 'attr_id': 208}, {'value': 3, 'attr_id': 269}, {'value': 0, 'attr_id': 291}, {'value': 1510, 'attr_id': 307}, {'value': 125, 'attr_id': 601}, {'value': 1, 'attr_id': 605}, {'value': 13, 'attr_id': 606}]",800
LongHorn Steakhouse,7-Pepper Sirloin Salad,"[{'value': 45, 'attr_id': 203}, {'value': 26, 'attr_id': 204}, {'value': 22, 'attr_id': 205}, {'value': 490, 'attr_id': 208}, {'value': 5, 'attr_id': 269}, {'value': 5, 'attr_id': 291}, {'value': 1120, 'attr_id': 307}, {'value': 135, 'attr_id': 601}, {'value': 1, 'attr_id': 605}, {'value': 12, 'attr_id': 606}]",490
LongHorn Steakhouse,Mixed Greens Side Salad,"[{'value': 4, 'attr_id': 203}, {'value': 4.5, 'attr_id': 204}, {'value': 12, 'attr_id': 205}, {'value': 100, 'attr_id': 208}, {'value': 4, 'attr_id': 269}, {'value': 2, 'attr_id': 291}, {'value': 170, 'attr_id': 307}, {'value': 5, 'attr_id': 601}, {'value': 0, 'attr_id': 605}, {'value': 1.5, 'attr_id': 606}]",100
LongHorn Steakhouse,Crispy Buttermilk Chicken Tenders Salad,"[{'value': 46, 'attr_id': 203}, {'value': 35, 'attr_id': 204}, {'value': 41, 'attr_id': 205}, {'value': 650, 'attr_id': 208}, {'value': 6, 'attr_id': 269}, {'value': 7, 'attr_id': 291}, {'value': 1090, 'attr_id': 307}, {'value': 105, 'attr_id': 601}, {'value': 1, 'attr_id': 605}, {'value': 10, 'attr_id': 606}]",650
LongHorn Steakhouse,Blue Ridge Wedge Side Salad,"[{'value': 15, 'attr_id': 203}, {'value': 46, 'attr_id': 204}, {'value': 14, 'attr_id': 205}, {'value': 520, 'attr_id': 208}, {'value': 6, 'attr_id': 269}, {'value': 4, 'attr_id': 291}, {'value': 1120, 'attr_id': 307}, {'value': 70, 'attr_id': 601}, {'value': 0.5, 'attr_id': 605}, {'value': 14, 'attr_id': 606}]",520
LongHorn Steakhouse,LongHorn Caesar Salad with Shrimp,"[{'value': 38, 'attr_id': 203}, {'value': 41, 'attr_id': 204}, {'value': 25, 'attr_id': 205}, {'value': 620, 'attr_id': 208}, {'value': 3, 'attr_id': 269}, {'value': 0, 'attr_id': 291}, {'value': 2080, 'attr_id': 307}, {'value': 265, 'attr_id': 601}, {'value': 1, 'attr_id': 605}, {'value': 10, 'attr_id': 606}]",620
LongHorn Steakhouse,"Grilled Salmon Salad, Field Greens","[{'value': 43, 'attr_id': 203}, {'value': 29, 'attr_id': 204}, {'value': 23, 'attr_id': 205}, {'value': 530, 'attr_id': 208}, {'value': 7, 'attr_id': 269}, {'value': 5, 'attr_id': 291}, {'value': 710, 'attr_id': 307}, {'value': 115, 'attr_id': 601}, {'value': 1, 'attr_id': 605}, {'value': 9, 'attr_id': 606}]",530
LongHorn Steakhouse,LongHorn Caesar Salad with Chicken,"[{'value': 46, 'attr_id': 203}, {'value': 43, 'attr_id': 204}, {'value': 24, 'attr_id': 205}, {'value': 670, 'attr_id': 208}, {'value': 2, 'attr_id': 269}, {'value': 0, 'attr_id': 291}, {'value': 1760, 'attr_id': 307}, {'value': 130, 'attr_id': 601}, {'value': 1, 'attr_id': 605}, {'value': 11, 'attr_id': 606}]",670
LongHorn Steakhouse,LongHorn Caesar Salad with Sirloin,"[{'value': 45, 'attr_id': 203}, {'value': 50, 'attr_id': 204}, {'value': 24, 'attr_id': 205}, {'value': 730, 'attr_id': 208}, {'value': 2, 'attr_id': 269}, {'value': 0, 'attr_id': 291}, {'value': 1660, 'attr_id': 307}, {'value': 135, 'attr_id': 601}, {'value': 1.5, 'attr_id': 605}, {'value': 14, 'attr_id': 606}]",730
LongHorn Steakhouse,Grilled Chicken & Strawberry Salad with Vinaigrette,"[{'value': 43, 'attr_id': 203}, {'value': 19, 'attr_id': 204}, {'value': 52, 'attr_id': 205}, {'value': 530, 'attr_id': 208}, {'value': 41, 'attr_id': 269}, {'value': 7, 'attr_id': 291}, {'value': 1310, 'attr_id': 307}, {'value': 125, 'attr_id': 601}, {'value': 0, 'attr_id': 605}, {'value': 7, 'attr_id': 606}]",530
LongHorn Steakhouse,Strawberry & Pecan Side Salad with Dressing,"[{'value': 4, 'attr_id': 203}, {'value': 8, 'attr_id': 204}, {'value': 28, 'attr_id': 205}, {'value': 190, 'attr_id': 208}, {'value': 22, 'attr_id': 269}, {'value': 4, 'attr_id': 291}, {'value': 300, 'attr_id': 307}, {'value': 10, 'attr_id': 601}, {'value': 0, 'attr_id': 605}, {'value': 2, 'attr_id': 606}]",190
LongHorn Steakhouse,Caesar Side Salad with Caesar Dressing,"[{'value': 6, 'attr_id': 203}, {'value': 19, 'attr_id': 204}, {'value': 12, 'attr_id': 205}, {'value': 250, 'attr_id': 208}, {'value': 1, 'attr_id': 269}, {'value': 0, 'attr_id': 291}, {'value': 600, 'attr_id': 307}, {'value': 15, 'attr_id': 601}, {'value': 0, 'attr_id': 605}, {'value': 5, 'attr_id': 606}]",250
