,Restaurant,Food_Name,Nutrients,Calories
24,McDonald's,Steak & Egg Burrito,"[{'value': 16, 'attr_id': 203}, {'value': 15, 'attr_id': 204}, {'value': 38, 'attr_id': 205}, {'value': 350, 'attr_id': 208}, {'value': 3, 'attr_id': 269}, {'value': 2, 'attr_id': 291}, {'value': 195, 'attr_id': 301}, {'value': 2.7, 'attr_id': 303}, {'value': 950, 'attr_id': 307}, {'value': 750, 'attr_id': 318}, {'value': 1.2, 'attr_id': 401}, {'value': 115, 'attr_id': 601}, {'value': 0.5, 'attr_id': 605}, {'value': 6, 'attr_id': 606}]",350
25,McDonald's,Green Chile Bacon Burrito,"[{'value': 29, 'attr_id': 203}, {'value': 35, 'attr_id': 204}, {'value': 66, 'attr_id': 205}, {'value': 690, 'attr_id': 208}, {'value': 5, 'attr_id': 269}, {'value': 3, 'attr_id': 291}, {'value': 390, 'attr_id': 301}, {'value': 4.5, 'attr_id': 303}, {'value': 1640, 'attr_id': 307}, {'value': 1000, 'attr_id': 318}, {'value': 24, 'attr_id': 401}, {'value': 410, 'attr_id': 601}, {'value': 1, 'attr_id': 605}, {'value': 12, 'attr_id': 606}]",690
26,McDonald's,Green Chile Sausage Burrito,"[{'value': 30, 'attr_id': 203}, {'value': 48, 'attr_id': 204}, {'value': 66, 'attr_id': 205}, {'value': 820, 'attr_id': 208}, {'value': 5, 'attr_id': 269}, {'value': 3, 'attr_id': 291}, {'value': 455, 'attr_id': 301}, {'value': 4.5, 'attr_id': 303}, {'value': 1680, 'attr_id': 307}, {'value': 1250, 'attr_id': 318}, {'value': 18, 'attr_id': 401}, {'value': 430, 'attr_id': 601}, {'value': 1, 'attr_id': 605}, {'value': 17, 'attr_id': 606}]",820
27,Taco Cabana,Beef Cabana Burrito,"[{'value': 33, 'attr_id': 203}, {'value': 29, 'attr_id': 204}, {'value': 79, 'attr_id': 205}, {'value': 720, 'attr_id': 208}, {'value': 5, 'attr_id': 269}, {'value': 5, 'attr_id': 291}, {'value': 2080, 'attr_id': 307}, {'value': 85, 'attr_id': 601}, {'value': 1, 'attr_id': 605}, {'value': 15, 'attr_id': 606}]",720
28,Taco Cabana,Brisket Cabana Burrito,"[{'value': 29, 'attr_id': 203}, {'value': 40, 'attr_id': 204}, {'value': 76, 'attr_id': 205}, {'value': 790, 'attr_id': 208}, {'value': 4, 'attr_id': 269}, {'value': 4, 'attr_id': 291}, {'value': 2060, 'attr_id': 307}, {'value': 95, 'attr_id': 601}, {'value': 0, 'attr_id': 605}, {'value': 19, 'attr_id': 606}]",790
29,Taco Cabana,Chicken Cabana Burrito,"[{'value': 39, 'attr_id': 203}, {'value': 30, 'attr_id': 204}, {'value': 81, 'attr_id': 205}, {'value': 770, 'attr_id': 208}, {'value': 5, 'attr_id': 269}, {'value': 4, 'attr_id': 291}, {'value': 2320, 'attr_id': 307}, {'value': 135, 'attr_id': 601}, {'value': 0, 'attr_id': 605}, {'value': 13, 'attr_id': 606}]",770
30,Taco Cabana,Chicken Fajita Cabana Burrito,"[{'value': 40, 'attr_id': 203}, {'value': 26, 'attr_id': 204}, {'value': 79, 'attr_id': 205}, {'value': 730, 'attr_id': 208}, {'value': 4, 'attr_id': 269}, {'value': 4, 'attr_id': 291}, {'value': 2270, 'attr_id': 307}, {'value': 105, 'attr_id': 601}, {'value': 0, 'attr_id': 605}, {'value': 13, 'attr_id': 606}]",730
31,Taco Cabana,Steak Fajita Cabana Burrito,"[{'value': 36, 'attr_id': 203}, {'value': 31, 'attr_id': 204}, {'value': 79, 'attr_id': 205}, {'value': 750, 'attr_id': 208}, {'value': 4, 'attr_id': 269}, {'value': 4, 'attr_id': 291}, {'value': 2180, 'attr_id': 307}, {'value': 100, 'attr_id': 601}, {'value': 1, 'attr_id': 605}, {'value': 15, 'attr_id': 606}]",750
32,Taco Bell,Bean Burrito,"[{'value': 13, 'attr_id': 203}, {'value': 9, 'attr_id': 204}, {'value': 54, 'attr_id': 205}, {'value': 350, 'attr_id': 208}, {'value': 3, 'attr_id': 269}, {'value': 11, 'attr_id': 291}, {'value': 260, 'attr_id': 301}, {'value': 3.6, 'attr_id': 303}, {'value': 1000, 'attr_id': 307}, {'value': 100, 'attr_id': 318}, {'value': 2.4, 'attr_id': 401}, {'value': 5, 'attr_id': 601}, {'value': 0, 'attr_id': 605}, {'value': 3.5, 'attr_id': 606}]",350
33,Taco Bell,7-Layer Burrito,"[{'value': 13, 'attr_id': 203}, {'value': 15, 'attr_id': 204}, {'value': 58, 'attr_id': 205}, {'value': 420, 'attr_id': 208}, {'value': 4, 'attr_id': 269}, {'value': 8, 'attr_id': 291}, {'value': 325, 'attr_id': 301}, {'value': 3.6, 'attr_id': 303}, {'value': 970, 'attr_id': 307}, {'value': 500, 'attr_id': 318}, {'value': 54, 'attr_id': 401}, {'value': 15, 'attr_id': 601}, {'value': 0, 'attr_id': 605}, {'value': 6, 'attr_id': 606}]",420
34,Taco Bell,Fresco Bean Burrito,"[{'value': 11, 'attr_id': 203}, {'value': 7, 'attr_id': 204}, {'value': 54, 'attr_id': 205}, {'value': 330, 'attr_id': 208}, {'value': 3, 'attr_id': 269}, {'value': 11, 'attr_id': 291}, {'value': 195, 'attr_id': 301}, {'value': 3.6, 'attr_id': 303}, {'value': 990, 'attr_id': 307}, {'value': 100, 'attr_id': 318}, {'value': 2.4, 'attr_id': 401}, {'value': 0, 'attr_id': 601}, {'value': 0, 'attr_id': 605}, {'value': 2.5, 'attr_id': 606}]",330
35,Taco Bell,Shredded Chicken Burrito,"[{'value': 14, 'attr_id': 203}, {'value': 20, 'attr_id': 204}, {'value': 47, 'attr_id': 205}, {'value': 420, 'attr_id': 208}, {'value': 2, 'attr_id': 269}, {'value': 3, 'attr_id': 291}, {'value': 195, 'attr_id': 301}, {'value': 2.7, 'attr_id': 303}, {'value': 890, 'attr_id': 307}, {'value': 100, 'attr_id': 318}, {'value': 1.2, 'attr_id': 401}, {'value': 45, 'attr_id': 601}, {'value': 0, 'attr_id': 605}, {'value': 5, 'attr_id': 606}]",420
36,Taco Bell,Bean Burrito (V),"[{'value': 13, 'attr_id': 203}, {'value': 9, 'attr_id': 204}, {'value': 54, 'attr_id': 205}, {'value': 350, 'attr_id': 208}, {'value': 3, 'attr_id': 269}, {'value': 11, 'attr_id': 291}, {'value': 260, 'attr_id': 301}, {'value': 3.6, 'attr_id': 303}, {'value': 1000, 'attr_id': 307}, {'value': 100, 'attr_id': 318}, {'value': 2.4, 'attr_id': 401}, {'value': 5, 'attr_id': 601}, {'value': 0, 'attr_id': 605}, {'value': 3.5, 'attr_id': 606}]",350
37,Taco Bell,Burrito Supreme - Beef,"[{'value': 16, 'attr_id': 203}, {'value': 14, 'attr_id': 204}, {'value': 51, 'attr_id': 205}, {'value': 390, 'attr_id': 208}, {'value': 4, 'attr_id': 269}, {'value': 9, 'attr_id': 291}, {'value': 260, 'attr_id': 301}, {'value': 3.6, 'attr_id': 303}, {'value': 1110, 'attr_id': 307}, {'value': 500, 'attr_id': 318}, {'value': 4.8, 'attr_id': 401}, {'value': 30, 'attr_id': 601}, {'value': 0, 'attr_id': 605}, {'value': 6, 'attr_id': 606}]",390
