,Restaurant,Food_Name,Nutrients,Calories
32,Burger King,Value Menu Rodeo Burger,"[{'value': 13, 'attr_id': 203}, {'value': 14, 'attr_id': 204}, {'value': 38, 'attr_id': 205}, {'value': 330, 'attr_id': 208}, {'value': 9, 'attr_id': 269}, {'value': 1, 'attr_id': 291}, {'value': 520, 'attr_id': 307}, {'value': 35, 'attr_id': 601}, {'value': 0.5, 'attr_id': 605}, {'value': 4.5, 'attr_id': 606}]",330
33,Burger King,Ketchup,"[{'value': 0, 'attr_id': 203}, {'value': 0, 'attr_id': 204}, {'value': 3, 'attr_id': 205}, {'value': 10, 'attr_id': 208}, {'value': 2, 'attr_id': 269}, {'value': 0, 'attr_id': 291}, {'value': 125, 'attr_id': 307}, {'value': 0, 'attr_id': 601}, {'value': 0, 'attr_id': 605}, {'value': 0, 'attr_id': 606}]",10
34,Burger King,Cheeseburger,"[{'value': 15, 'attr_id': 203}, {'value': 13, 'attr_id': 204}, {'value': 27, 'attr_id': 205}, {'value': 280, 'attr_id': 208}, {'value': 7, 'attr_id': 269}, {'value': 1, 'attr_id': 291}, {'value': 560, 'attr_id': 307}, {'value': 45, 'attr_id': 601}, {'value': 0.5, 'attr_id': 605}, {'value': 6, 'attr_id': 606}]",280
35,Burger King,Mayonnaise,"[{'value': 0, 'attr_id': 203}, {'value': 9, 'attr_id': 204}, {'value': 1, 'attr_id': 205}, {'value': 80, 'attr_id': 208}, {'value': 0, 'attr_id': 269}, {'value': 0, 'attr_id': 291}, {'value': 75, 'attr_id': 307}, {'value': 10, 'attr_id': 601}, {'value': 0, 'attr_id': 605}, {'value': 0.5, 'attr_id': 606}]",80
36,Burger King,Mocha Frappe,"[{'value': 3, 'attr_id': 203}, {'value': 16, 'attr_id': 204}, {'value': 60, 'attr_id': 205}, {'value': 400, 'attr_id': 208}, {'value': 40, 'attr_id': 269}, {'value': 0, 'attr_id': 291}, {'value': 250, 'attr_id': 307}, {'value': 10, 'attr_id': 601}, {'value': 0, 'attr_id': 605}, {'value': 7, 'attr_id': 606}]",400
37,Burger King,Caramel Frappe,"[{'value': 3, 'attr_id': 203}, {'value': 16, 'attr_id': 204}, {'value': 63, 'attr_id': 205}, {'value': 410, 'attr_id': 208}, {'value': 42, 'attr_id': 269}, {'value': 0, 'attr_id': 291}, {'value': 270, 'attr_id': 307}, {'value': 10, 'attr_id': 601}, {'value': 0, 'attr_id': 605}, {'value': 7, 'attr_id': 606}]",410
38,Burger King,Caramel Sundae,"[{'value': 6, 'attr_id': 203}, {'value': 6, 'attr_id': 204}, {'value': 53, 'attr_id': 205}, {'value': 290, 'attr_id': 208}, {'value': 39, 'attr_id': 269}, {'value': 0, 'attr_id': 291}, {'value': 260, 'attr_id': 307}, {'value': 25, 'attr_id': 601}, {'value': 0, 'attr_id': 605}, {'value': 4, 'attr_id': 606}]",290
39,Burger King,Kids Cheeseburger,"[{'value': 15, 'attr_id': 203}, {'value': 13, 'attr_id': 204}, {'value': 27, 'attr_id': 205}, {'value': 280, 'attr_id': 208}, {'value': 7, 'attr_id': 269}, {'value': 1, 'attr_id': 291}, {'value': 560, 'attr_id': 307}, {'value': 45, 'attr_id': 601}, {'value': 0.5, 'attr_id': 605}, {'value': 6, 'attr_id': 606}]",280
40,Burger King,Whopper Sandwich,"[{'value': 28, 'attr_id': 203}, {'value': 40, 'attr_id': 204}, {'value': 49, 'attr_id': 205}, {'value': 660, 'attr_id': 208}, {'value': 11, 'attr_id': 269}, {'value': 2, 'attr_id': 291}, {'value': 980, 'attr_id': 307}, {'value': 90, 'attr_id': 601}, {'value': 1.5, 'attr_id': 605}, {'value': 12, 'attr_id': 606}]",660
41,Burger King,Cheesy Tots,"[{'value': 9, 'attr_id': 203}, {'value': 15, 'attr_id': 204}, {'value': 34, 'attr_id': 205}, {'value': 310, 'attr_id': 208}, {'value': 0, 'attr_id': 269}, {'value': 3, 'attr_id': 291}, {'value': 780, 'attr_id': 307}, {'value': 0, 'attr_id': 601}, {'value': 0, 'attr_id': 605}, {'value': 1, 'attr_id': 606}]",310
